案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20401113,捷運站旁整層住家3樓,中和區景平路64巷,3房,22.6,3F/4F,32000,,秀朗橋站 313公尺,屋主:王先生,591_20401113.png,4,"24°59'29""N 121°31'20""E",2026-01-06,24.99138888888889,121.52222222222223
20456069,可租補♥︎橋和捷運站♥︎遠東世紀♥︎兩房機車族首選♥︎,中和區中正路839巷2號,2房,20.0,5F/5F,19910,,中原站 483公尺,仲介:許小姐,591_20456069.png,4,"25°0'15""N 121°29'3""E",2026-01-06,25.004166666666666,121.48416666666667
20371121,可租補✿台電✿捷運中原站✿遠東世紀廣場✿,中和區民樂路80巷,2房,20.0,5F/5F,18985,,平河里站 84公尺,屋主:賴先生,591_20371121.png,4,"25°0'4""N 121°29'3""E",2026-01-06,25.00111111111111,121.48416666666667
20377386,可租補✿台電✿華中橋✿捷運中和站✿樓下就有7-11,中和區景平路,2房,16.0,4F/5F,19333,,中和站 268公尺,仲介:麥先生,591_20377386.png,4,"25°0'17""N 121°29'47""E",2026-01-06,25.004722222222224,121.49638888888889
20228766,捷運永安市場站.明亮採光兩房一廳.可貓,中和區南工路2巷,2房,18.0,4F/4F,25888,,南山高中站 24公尺,代理人:曾小姐,591_20228766.png,4,"25°0'0""N 121°30'20""E",2026-01-06,25.0,121.50555555555556
20403493,中和圓通書香學區近公園美寓,中和區圓通路393巷19弄4號,3房,26.0,4F/5F,20000,,中和站 97公尺,屋主:何女士,591_20403493.png,4,"24°59'22""N 121°29'25""E",2026-01-06,24.989444444444445,121.49027777777778
20346918,"優雅二房一衛一廳一陽台,採光,通風良好",中和區秀朗路三段128巷17弄5號,2房,18.0,5F/5F,12000,,,屋主:陳小姐,591_20346918.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20352568,"租補~前後,陽台~採光佳,台水台電",中和區員山路150巷,2房,30.0,5F/5F,22800,,,代理人:黃太太,591_20352568.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20336440,"中和環球購物~大空間2陽台,傢俱家電齊全",中和區民治街132巷,3房,35.0,5F/5F,28800,,民享里[新巴士]站 119公尺,代理人:黃太太,591_20336440.png,4,"25°0'8""N 121°28'30""E",2026-01-06,25.002222222222223,121.47500000000001
20390223,小家庭.方正三房💘夫妻首選租金可優惠.全新整修,中和區中山路二段,3房,25.41,4F/5F,22000,,中和站 313公尺,屋主:林先生,591_20390223.png,4,"25°0'8""N 121°29'56""E",2026-01-06,25.002222222222223,121.49888888888889
20384322,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間兩房♥︎,中和區大勇街29巷,2房,20.0,4F/5F,22979,,智光商職站 177公尺,仲介:許小姐,591_20384322.png,4,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20435411,捷運起站有座位+大窗採光通風好+綠意靜巷+生活機能超便利,中和區景新街496巷,2房,13.0,4F/5F,19000,,三介廟站 178公尺,代理人:李小姐,591_20435411.png,4,"24°59'12""N 121°30'52""E",2026-01-06,24.986666666666668,121.51444444444445
20412030,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間一房一廳♥︎大套房,中和區大勇街29巷,1房,15.0,4F/5F,21979,,智光商職站 177公尺,仲介:許小姐,591_20412030.png,4,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20433383,宜安路邊間美妝三房(家具家電可談~可租補),中和區宜安路,3房,31.0,4F/5F,31000,,潭墘站 121公尺,代理人:陳小姐,591_20433383.png,4,"24°59'54""N 121°30'47""E",2026-01-06,24.998333333333335,121.51305555555555
20296971,可租補♥︎台電♥︎民樂停車場♥︎遠東世紀♥︎,中和區新生街177巷,2房,20.0,4F/4F,20951,,平河里站 54公尺,屋主:賴先生,591_20296971.png,4,"25°0'3""N 121°29'4""E",2026-01-06,25.000833333333333,121.48444444444445
20354126,近永平學區巷弄安靜超商便利,近永平學區巷弄安靜超商便利,3房,29.0,5F/5F,21000,,保順里[新巴士]站 84公尺,屋主:黃先生,591_20354126.png,4,"25°0'26""N 121°30'5""E",2026-01-06,25.00722222222222,121.50138888888888
20328333,全新裝潢/可貓/邊間靜巷2陽台3面採光/家具齊/包網路第四台,中和區員山路327巷55號,3房,26.0,5F/5F,22900,,員山站 219公尺,屋主:陳女士,591_20328333.png,4,"25°0'8""N 121°28'45""E",2026-01-06,25.002222222222223,121.47916666666667
20294741,環球商圈📍【民利街49巷｜溫馨兩房出租】,中和區民利街49巷,2房,15.0,1F/1F,30000,,,仲介:周小姐,591_20294741.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20295395,環球購物中心🌈民生街採光大4房🌈可報稅租補補助,中和區民生街35巷,3房,42.78,4F/5F,26000,,德光路站 96公尺,仲介:陳小姐,591_20295395.png,4,"25°0'17""N 121°28'10""E",2026-01-06,25.004722222222224,121.46944444444445
20297344,景平站🏠可租補可貓｜公寓4樓｜大空間三房,中和區景新街467巷,3房,21.12,4F/4F,31500,,三介廟站 157公尺,代理人:楊先生,591_20297344.png,4,"24°59'21""N 121°30'53""E",2026-01-06,24.989166666666666,121.51472222222222
20323933,連城路美寓3房全新裝潢可配合添加家具(免帶看費可租補),中和區連城路,3房,30.0,4F/4F,27000,,連城路站 10公尺,代理人:盧先生,591_20323933.png,4,"24°59'44""N 121°28'59""E",2026-01-06,24.995555555555555,121.48305555555555
20349595,🏠社宅免服務費✅稀有一樓公寓✅小家庭首選,中和區中正路221巷,3房,30.0,1F/5F,28000,,力行里站 83公尺,仲介:蔡小姐,591_20349595.png,4,"24°59'37""N 121°29'46""E",2026-01-06,24.99361111111111,121.4961111111111
20378212,秀山公園整層出租,中和區秀朗路三段50巷,2房,26.0,,18000,,秀朗橋站 554公尺,屋主:劉太太,591_20378212.png,4,"24°59'43""N 121°31'32""E",2026-01-06,24.99527777777778,121.52555555555556
20386866,中和圓通路｜近雙和醫院｜38.9坪整層四房,中和區圓通路265巷28號,4房,38.9,5F/5F,33000,,力行里站 53公尺,屋主:楊先生,591_20386866.png,4,"24°59'34""N 121°29'46""E",2026-01-06,24.99277777777778,121.4961111111111
20397845,🚅中和站❤️可租補可寵❤️包水第四台網路,中和區中山路二段,2房,14.0,2F/4F,21000,,廟美里站 53公尺,仲介:白女士,591_20397845.png,4,"25°0'10""N 121°30'5""E",2026-01-06,25.002777777777776,121.50138888888888
20401682,雙合醫院/貓咪友善/前後陽台/採光通風/天然瓦斯,中和區圓通路,4房,35.0,5F/5F,32999,,景安站 584公尺,仲介:黃先生,591_20401682.png,4,"24°59'52""N 121°30'4""E",2026-01-06,24.997777777777777,121.50111111111111
20411787,近景安捷運/雙和醫院溫馨二房💛,中和區中正路211巷,2房,18.0,6F/6F,21000,,,屋主:張小姐,591_20411787.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20420916,可補助貓咪友善南山學區新裝潢兩房,中和區南工路,2房,15.0,4F/4F,25888,,,仲介:沈先生,591_20420916.png,4,"0°0'0""N 0°0'0""E",2026-01-06,,
20440034,🌈環球民享美寓📞太平洋房屋慧勳,中和區民享街86巷,2房,20.0,,19500,,民享里[新巴士]站 11公尺,仲介:謝小姐,591_20440034.png,4,"25°0'5""N 121°28'28""E",2026-01-06,25.00138888888889,121.47444444444444
20443661,【樸和】可租補入籍🍎民德路🍎公寓一樓🍎附地下室,中和區民德路128巷,3房,45.0,1F/5F,28000,,民德路口站 89公尺,仲介:林勝緯,591_20443661.png,4,"25°0'4""N 121°28'7""E",2026-01-06,25.00111111111111,121.46861111111112
