案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20346918,"優雅二房一衛一廳一陽台,採光,通風良好",中和區秀朗路三段128巷17弄5號,2房,18.0,5F/5F,12000,,,屋主:陳小姐,591_20346918.png,14,"0°0'0""N 0°0'0""E",2026-01-06,,
20412030,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間一房一廳♥︎大套房,中和區大勇街29巷,1房,15.0,4F/5F,21979,,智光商職站 177公尺,仲介:許小姐,591_20412030.png,14,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20377386,可租補✿台電✿華中橋✿捷運中和站✿樓下就有7-11,中和區景平路,2房,16.0,4F/5F,19333,,中和站 268公尺,仲介:麥先生,591_20377386.png,14,"25°0'17""N 121°29'47""E",2026-01-06,25.004722222222224,121.49638888888889
20433383,宜安路邊間美妝三房(家具家電可談~可租補),中和區宜安路,3房,31.0,4F/5F,31000,,潭墘站 121公尺,代理人:陳小姐,591_20433383.png,14,"24°59'54""N 121°30'47""E",2026-01-06,24.998333333333335,121.51305555555555
20328333,全新裝潢/可貓/邊間靜巷2陽台3面採光/家具齊/包網路第四台,中和區員山路327巷55號,3房,26.0,5F/5F,22900,,員山站 219公尺,屋主:陳女士,591_20328333.png,14,"25°0'8""N 121°28'45""E",2026-01-06,25.002222222222223,121.47916666666667
20354126,近永平學區巷弄安靜超商便利,近永平學區巷弄安靜超商便利,3房,29.0,5F/5F,21000,,保順里[新巴士]站 84公尺,屋主:黃先生,591_20354126.png,14,"25°0'26""N 121°30'5""E",2026-01-06,25.00722222222222,121.50138888888888
20401113,捷運站旁整層住家3樓,中和區景平路64巷,3房,22.6,3F/4F,32000,,秀朗橋站 313公尺,屋主:王先生,591_20401113.png,14,"24°59'29""N 121°31'20""E",2026-01-06,24.99138888888889,121.52222222222223
20336440,"中和環球購物~大空間2陽台,傢俱家電齊全",中和區民治街132巷,3房,35.0,5F/5F,28800,,民享里[新巴士]站 119公尺,代理人:黃太太,591_20336440.png,14,"25°0'8""N 121°28'30""E",2026-01-06,25.002222222222223,121.47500000000001
20384322,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間兩房♥︎,中和區大勇街29巷,2房,20.0,4F/5F,22979,,智光商職站 177公尺,仲介:許小姐,591_20384322.png,14,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20371121,可租補✿台電✿捷運中原站✿遠東世紀廣場✿,中和區民樂路80巷,2房,20.0,5F/5F,18985,,平河里站 84公尺,屋主:賴先生,591_20371121.png,14,"25°0'4""N 121°29'3""E",2026-01-06,25.00111111111111,121.48416666666667
20352568,"租補~前後,陽台~採光佳,台水台電",中和區員山路150巷,2房,30.0,5F/5F,22800,,,代理人:黃太太,591_20352568.png,14,"0°0'0""N 0°0'0""E",2026-01-06,,
20456069,可租補♥︎橋和捷運站♥︎遠東世紀♥︎兩房機車族首選♥︎,中和區中正路839巷2號,2房,20.0,5F/5F,19910,,中原站 483公尺,仲介:許小姐,591_20456069.png,14,"25°0'15""N 121°29'3""E",2026-01-06,25.004166666666666,121.48416666666667
20228766,捷運永安市場站.明亮採光兩房一廳.可貓,中和區南工路2巷,2房,18.0,4F/4F,25888,,南山高中站 24公尺,代理人:曾小姐,591_20228766.png,14,"25°0'0""N 121°30'20""E",2026-01-06,25.0,121.50555555555556
20403493,中和圓通書香學區近公園美寓,中和區圓通路393巷19弄4號,3房,26.0,4F/5F,20000,,中和站 97公尺,屋主:何女士,591_20403493.png,14,"24°59'22""N 121°29'25""E",2026-01-06,24.989444444444445,121.49027777777778
20390223,小家庭.方正三房💘夫妻首選租金可優惠.全新整修,中和區中山路二段,3房,25.41,4F/5F,22000,,中和站 313公尺,屋主:林先生,591_20390223.png,14,"25°0'8""N 121°29'56""E",2026-01-06,25.002222222222223,121.49888888888889
20296971,可租補♥︎台電♥︎民樂停車場♥︎遠東世紀♥︎,中和區新生街177巷,2房,20.0,4F/4F,20951,,平河里站 54公尺,屋主:賴先生,591_20296971.png,14,"25°0'3""N 121°29'4""E",2026-01-06,25.000833333333333,121.48444444444445
20435411,捷運起站有座位+大窗採光通風好+綠意靜巷+生活機能超便利,中和區景新街496巷,2房,13.0,4F/5F,19000,,三介廟站 178公尺,代理人:李小姐,591_20435411.png,14,"24°59'12""N 121°30'52""E",2026-01-06,24.986666666666668,121.51444444444445
20412866,🎶遠東ABC絕美公寓三房,中和區連城路403巷,3房,23.89,5F/5F,29000,,瓏山林台北中和飯店站 94公尺,仲介:吳先生,591_20412866.png,14,"24°59'45""N 121°29'10""E",2026-01-06,24.995833333333334,121.48611111111111
20415923,✨中和遠東世紀園區對面｜全新首住採光美宅✨,中和區連城路403巷,3房,23.89,5F/5F,29000,,瓏山林台北中和飯店站 94公尺,仲介:黃小姐,591_20415923.png,14,"24°59'45""N 121°29'10""E",2026-01-06,24.995833333333334,121.48611111111111
20392338,南山中學比樣百貨美2房/太屋陳彥杰,中和區水源路29巷,2房,12.0,5F/5F,22500,2個月,佳和公園站 107公尺,仲介:陳彥杰,591_20392338.png,14,"25°0'14""N 121°30'16""E",2026-01-06,25.003888888888888,121.50444444444445
20414629,中和中山路×捷運生活圈｜大空間明亮三樓｜可貓,中和區中山路二段,4房,22.17,3F/5F,25000,,,仲介:莊先生,591_20414629.png,14,"0°0'0""N 0°0'0""E",2026-01-06,,
20353307,可租補免仲~可貓全新三房🌈5分鐘景平站大潤發⭐台北20分,中和區大勇街60巷,3房,25.0,4F/5F,25500,,秀山站 119公尺,仲介:周小姐,591_20353307.png,14,"24°59'41""N 121°31'8""E",2026-01-06,24.994722222222222,121.51888888888888
20412787,中和🎀遠東世紀廣場🎀稀有一樓公寓/交通便利,中和區連城路263巷,3房,40.0,1F/4F,28000,,,仲介:蘇小姐,591_20412787.png,14,"0°0'0""N 0°0'0""E",2026-01-06,,
19765002,🔥【永安市場站】可租補大空間三房＃免爬高＃直接入住,中和區中山路二段,3房,27.0,2F/5F,32000,,中山路口站 343公尺,仲介:陳先生,591_19765002.png,14,"25°0'22""N 121°30'22""E",2026-01-06,25.00611111111111,121.50611111111111
20411383,社宅免服務費!中和永平學區｜巷弄安靜｜可寵物,社宅免服務費!中和永平學區｜巷弄安靜｜可寵物,3房,28.37,5F/5F,21000,,保順里[新巴士]站 84公尺,仲介:何小姐,591_20411383.png,14,"25°0'26""N 121°30'5""E",2026-01-06,25.00722222222222,121.50138888888888
20353294,可租補💖免仲✅景平捷運.前公園後學區3房2衛大空間機能佳,中和區大勇街29巷,3房,31.36,4F/5F,23999,,捷運景平站 54公尺,仲介:周小姐,591_20353294.png,14,"24°59'34""N 121°31'2""E",2026-01-06,24.99277777777778,121.51722222222222
20409865,南勢角捷運站兩房一廳~可直接入住,中和區景新街418巷,2房,15.0,5F/5F,21000,,三介廟站 70公尺,代理人:嚴小姐,591_20409865.png,14,"24°59'18""N 121°30'45""E",2026-01-06,24.988333333333333,121.5125
20340064,免服務費/租補/寵物友善/近南勢角捷運站/興南夜市/高齡友善,中和區興南路二段142巷,3房,37.0,5F/5F,31000,,湖山巖站 63公尺,仲介:吳先生,591_20340064.png,14,"24°58'58""N 121°30'11""E",2026-01-06,24.982777777777777,121.50305555555556
20354360,中正路2房出租/衛浴乾溼分離/寵物友善/乾溼分離,中和區中正路,2房,16.0,,17800,,,仲介:吳先生,591_20354360.png,14,"0°0'0""N 0°0'0""E",2026-01-06,,
20408546,全新裝潢公寓四樓,中和區保健路106巷4弄12號,3房,25.0,4F/4F,25000,,宜安吉立站 83公尺,屋主:林先生,591_20408546.png,14,"24°59'46""N 121°30'42""E",2026-01-06,24.996111111111112,121.51166666666667
20393560,🚩連城路😍大三房二廳🎀稀有一樓💘遠東世紀🎉環境優美,中和區連城路263巷,3房,40.0,1F/4F,28000,,錦和路口站 86公尺,仲介:蘇小姐,591_20393560.png,14,"24°59'40""N 121°29'34""E",2026-01-06,24.994444444444447,121.49277777777777
20401254,💗員山大空間一樓💗太平洋冠軍團隊豫綺,中和區員山路151巷,,25.52,1F/5F,40000,,,仲介:黃小姐,591_20401254.png,14,"0°0'0""N 0°0'0""E",2026-01-06,,
