案件編號,標題,地址,房型,坪數,樓層,租金,押金,捷運站,聯絡人,截圖檔名,頁碼,座標,執行日期,緯度,經度
20403493,中和圓通書香學區近公園美寓,中和區圓通路393巷19弄4號,3房,26.0,4F/5F,20000,,中和站 97公尺,屋主:何女士,591_20403493.png,3,"24°59'22""N 121°29'25""E",2026-01-06,24.989444444444445,121.49027777777778
20433383,宜安路邊間美妝三房(家具家電可談~可租補),中和區宜安路,3房,31.0,4F/5F,31000,,潭墘站 121公尺,代理人:陳小姐,591_20433383.png,3,"24°59'54""N 121°30'47""E",2026-01-06,24.998333333333335,121.51305555555555
20352568,"租補~前後,陽台~採光佳,台水台電",中和區員山路150巷,2房,30.0,5F/5F,22800,,,代理人:黃太太,591_20352568.png,3,"0°0'0""N 0°0'0""E",2026-01-06,,
20412030,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間一房一廳♥︎大套房,中和區大勇街29巷,1房,15.0,4F/5F,21979,,智光商職站 177公尺,仲介:許小姐,591_20412030.png,3,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20435411,捷運起站有座位+大窗採光通風好+綠意靜巷+生活機能超便利,中和區景新街496巷,2房,13.0,4F/5F,19000,,三介廟站 178公尺,代理人:李小姐,591_20435411.png,3,"24°59'12""N 121°30'52""E",2026-01-06,24.986666666666668,121.51444444444445
20371121,可租補✿台電✿捷運中原站✿遠東世紀廣場✿,中和區民樂路80巷,2房,20.0,5F/5F,18985,,平河里站 84公尺,屋主:賴先生,591_20371121.png,3,"25°0'4""N 121°29'3""E",2026-01-06,25.00111111111111,121.48416666666667
20336440,"中和環球購物~大空間2陽台,傢俱家電齊全",中和區民治街132巷,3房,35.0,5F/5F,28800,,民享里[新巴士]站 119公尺,代理人:黃太太,591_20336440.png,3,"25°0'8""N 121°28'30""E",2026-01-06,25.002222222222223,121.47500000000001
20456069,可租補♥︎橋和捷運站♥︎遠東世紀♥︎兩房機車族首選♥︎,中和區中正路839巷2號,2房,20.0,5F/5F,19910,,中原站 483公尺,仲介:許小姐,591_20456069.png,3,"25°0'15""N 121°29'3""E",2026-01-06,25.004166666666666,121.48416666666667
20296971,可租補♥︎台電♥︎民樂停車場♥︎遠東世紀♥︎,中和區新生街177巷,2房,20.0,4F/4F,20951,,平河里站 54公尺,屋主:賴先生,591_20296971.png,3,"25°0'3""N 121°29'4""E",2026-01-06,25.000833333333333,121.48444444444445
20384322,♥︎可租補♥︎景平捷運站♥︎台電♥︎大空間兩房♥︎,中和區大勇街29巷,2房,20.0,4F/5F,22979,,智光商職站 177公尺,仲介:許小姐,591_20384322.png,3,"24°59'40""N 121°30'55""E",2026-01-06,24.994444444444447,121.51527777777778
20328333,全新裝潢/可貓/邊間靜巷2陽台3面採光/家具齊/包網路第四台,中和區員山路327巷55號,3房,26.0,5F/5F,22900,,員山站 219公尺,屋主:陳女士,591_20328333.png,3,"25°0'8""N 121°28'45""E",2026-01-06,25.002222222222223,121.47916666666667
20354126,近永平學區巷弄安靜超商便利,近永平學區巷弄安靜超商便利,3房,29.0,5F/5F,21000,,保順里[新巴士]站 84公尺,屋主:黃先生,591_20354126.png,3,"25°0'26""N 121°30'5""E",2026-01-06,25.00722222222222,121.50138888888888
20346918,"優雅二房一衛一廳一陽台,採光,通風良好",中和區秀朗路三段128巷17弄5號,2房,18.0,5F/5F,12000,,,屋主:陳小姐,591_20346918.png,3,"0°0'0""N 0°0'0""E",2026-01-06,,
20401113,捷運站旁整層住家3樓,中和區景平路64巷,3房,22.6,3F/4F,32000,,秀朗橋站 313公尺,屋主:王先生,591_20401113.png,3,"24°59'29""N 121°31'20""E",2026-01-06,24.99138888888889,121.52222222222223
20228766,捷運永安市場站.明亮採光兩房一廳.可貓,中和區南工路2巷,2房,18.0,4F/4F,25888,,南山高中站 24公尺,代理人:曾小姐,591_20228766.png,3,"25°0'0""N 121°30'20""E",2026-01-06,25.0,121.50555555555556
20377386,可租補✿台電✿華中橋✿捷運中和站✿樓下就有7-11,中和區景平路,2房,16.0,4F/5F,19333,,中和站 268公尺,仲介:麥先生,591_20377386.png,3,"25°0'17""N 121°29'47""E",2026-01-06,25.004722222222224,121.49638888888889
20390223,小家庭.方正三房💘夫妻首選租金可優惠.全新整修,中和區中山路二段,3房,25.41,4F/5F,22000,,中和站 313公尺,屋主:林先生,591_20390223.png,3,"25°0'8""N 121°29'56""E",2026-01-06,25.002222222222223,121.49888888888889
20372038,景品站/寵物友善/獨立陽台/獨立洗衣機/天然瓦斯,中和區景新街,2房,26.0,,19499,,,仲介:黃先生,591_20372038.png,3,"85°3'4""N 180°0'0""E",2026-01-06,85.05111111111111,180.0
20410953,景安捷運中和國小一手新設備一層一戶可補助,中和區景平路493巷12弄6號,3房,30.0,3F/5F,27800,,,仲介:高先生,591_20410953.png,3,"0°0'0""N 0°0'0""E",2026-01-06,,
20421921,📘中和站/公寓二房/免爬高/獨洗/可寵/租補,中和區中山路二段,2房,14.0,2F/4F,21000,,南山高中(中山路)站 39公尺,仲介:白小姐,591_20421921.png,3,"25°0'12""N 121°30'7""E",2026-01-06,25.003333333333334,121.50194444444445
20390076,🌈積穗學區3房📞太平洋房屋慧勳,中和區連城路569巷,3房,26.36,5F/5F,23500,,,仲介:謝小姐,591_20390076.png,3,"0°0'0""N 0°0'0""E",2026-01-06,,
20314921,近莒光/自強國小🔥免爬高可寵水電自繳機能好🔥租屋妤彤,中和區莒光路120巷,3房,22.0,3F/4F,38000,,國光派出所站 41公尺,仲介:趙小姐,591_20314921.png,3,"25°0'5""N 121°28'20""E",2026-01-06,25.00138888888889,121.47222222222223
20397443,(社會住宅)🍎超大空間🍎採光大3房🍎,中和區秀朗路三段128巷,3房,40.46,4F/4F,28000,,秀朗橋站 374公尺,仲介:周小姐,591_20397443.png,3,"24°59'34""N 121°31'21""E",2026-01-06,24.99277777777778,121.5225
20421701,景安站💛裝潢新💛禁寵💛傢俱家電齊全💛大露台💛大空間,中和區景平路,1房,14.08,,16000,,景安站 194公尺,仲介:白小姐與林先生,591_20421701.png,3,"24°59'37""N 121°30'24""E",2026-01-06,24.99361111111111,121.50666666666666
20409589,近環球百貨/獨立洗衣機/變頻冷氣/合租首選,中和區中山路二段449巷,3房,20.0,,12999,,,仲介:黃先生,591_20409589.png,3,"0°0'0""N 0°0'0""E",2026-01-06,,
20336351,優質3房/中和環球/莒光路/鄰近板橋/台水電/陽台採光/可寵,中和區莒光路120巷,3房,22.0,3F/5F,38000,2個月,國光派出所站 41公尺,仲介:呂先生,591_20336351.png,3,"25°0'5""N 121°28'20""E",2026-01-06,25.00138888888889,121.47222222222223
20436273,可租補入籍/近中和站/好市多/中和國小/家樂福/格局採光超好,中和區連城路23巷,4房,30.21,2F/4F,34999,,中和站 378公尺,仲介:邱小姐,591_20436273.png,3,"25°0'4""N 121°29'57""E",2026-01-06,25.00111111111111,121.49916666666667
20436286,近雙和醫院/付車位/天然瓦斯/可開伙/台水台電,中和區圓通路335巷,3房,26.0,1F/5F,26999,,雙和醫院站 14公尺,仲介:黃先生,591_20436286.png,3,"24°59'30""N 121°29'39""E",2026-01-06,24.991666666666667,121.49416666666667
20442445,景新國小3房美寓~可租補~有天然瓦斯~,中和區景新街423巷,3房,19.54,4F/4F,21000,,三介廟站 98公尺,仲介:辜先生,591_20442445.png,3,"24°59'21""N 121°30'48""E",2026-01-06,24.989166666666666,121.51333333333334
20365126,🔥中和💯可多位租捕🔆優質2房➕陽台⚡️台水電❗️大空間,中和區華福街,2房,22.42,3F/4F,27999,,安邦街口[新巴士]站 39公尺,仲介:王小姐,591_20365126.png,3,"24°59'44""N 121°29'53""E",2026-01-06,24.995555555555555,121.49805555555555
20356825,中和環球購物中心旁時尚裝修一樓兩房有陽台可貓,中和區德光路41巷,2房,12.0,1F/2F,24000,,德光路站 65公尺,代理人:陳先生,591_20356825.png,3,"25°0'15""N 121°28'14""E",2026-01-06,25.004166666666666,121.47055555555556
17811594,⭐可租補~免仲❤️捷運.商圈.全聯.寶雅工業風一卡皮箱/可寵,中和區國光街,2房,17.0,4F/5F,22000,,福德里站 166公尺,仲介:周小姐,591_17811594.png,3,"25°0'4""N 121°27'57""E",2026-01-06,25.00111111111111,121.46583333333334
20371081,全新整修‧可租補入籍‧天然瓦斯‧南勢角捷運站‧和平街市場,中和區南山路399巷,2房,25.0,4F/5F,25000,,捷運景安站 350公尺,仲介:游先生,591_20371081.png,3,"24°59'26""N 121°30'25""E",2026-01-06,24.990555555555556,121.50694444444444
20297380,公寓住家吉屋出租-可申請租屋補助,中和區中山路二段3巷58號,3房,26.0,3F/4F,24000,,中山路口站 462公尺,代理人:陳太太,591_20297380.png,3,"25°0'17""N 121°30'27""E",2026-01-06,25.004722222222224,121.5075
20399432,永安市場站/租屋補助/寵物友善/獨立陽台/獨立洗衣機,中和區宜安路,3房,24.0,,21999,,宜安路站 95公尺,仲介:黃先生,591_20399432.png,3,"24°59'47""N 121°30'38""E",2026-01-06,24.99638888888889,121.51055555555556
